cpu_mean,cpu_std,cpu_max,mem_mean,mem_growth_rate,mem_std,disk_mean,disk_std,disk_max,process,label,anomaly_type
12.829013250736905,5.320974345804015,24.428103903147875,261.33053104263604,0.13182804724498093,1.3025615056944138,55.183579208131974,27.88350604047473,105.35561007108862,outlook.exe,0,none
17.904938183478905,5.163667175977693,34.877309583909835,241.77303559004218,0.06393320825389044,1.4869454361395036,44.92025497475543,20.827451018071546,98.77662807831399,code.exe,0,none
12.15734751795449,5.029782309619707,22.563229906777977,200.98443302948388,0.1617816396443582,2.128816497099812,29.97478754574733,14.819297401449319,62.40023616438373,slack.exe,0,none
8.041385982049764,2.7898700627329314,15.414274421485699,121.12905927070662,0.04670591818431925,0.5553076206179148,30.428167448977415,14.226686720943595,56.06425965122628,explorer.exe,0,none
6.222387890976885,1.9160042770320087,10.525462106369785,90.8663504500137,0.020457542887718696,0.47854057500787117,25.78789440132746,10.476757601231773,45.37521611990245,svchost.exe,0,none
16.431761890174876,6.534063628160871,32.71677450986778,182.56522855532864,0.07839086855377483,1.2977413920243728,37.02431728139277,18.537684860748595,73.94244998414061,python.exe,0,none
18.069387755196182,5.996670107679226,28.699648475968978,353.4495516347405,0.04243898552365219,1.687383537712488,63.576203640951846,28.966129171160606,108.83833638354778,edge.exe,0,none
16.823536342044147,6.354239818341212,28.382158490929406,179.12261183939506,-0.035879256725998704,0.8015513276729734,40.33625655198898,19.957184164850087,82.63712339891549,python.exe,0,none
24.222357120385222,12.513128700121282,57.99285400242605,418.2239186372994,0.05437796865439471,1.2006244490564564,76.49205695787505,30.16170491559817,135.41349342309204,chrome.exe,0,none
19.159138732553593,6.162981974427226,32.080714510599655,305.55943316256344,-0.2921883750264215,2.7885286107122074,61.79959834195302,25.960683830730883,118.26223776060762,teams.exe,0,none
13.17397841290625,4.3865751619444655,21.820929556331066,201.27644791784329,0.02752536025314972,1.2584052996780783,34.48020657938876,12.227842876866204,54.819927562324665,slack.exe,0,none
16.429861860395594,3.7447538111510696,22.849458427079917,239.81502184597602,-0.1523792804024197,3.4488044329890992,44.42662941816045,24.403173258206376,89.79116231647333,code.exe,0,none
13.569016872425077,3.9052368959917274,22.94302625496593,197.83772498887356,-0.03737055965464909,0.8285116175551138,32.67395513864635,14.5477084294126,55.07342471240969,slack.exe,0,none
19.538717293640502,7.429130031603896,31.40681578628311,348.87389180574877,-0.14567613139714125,1.6038858767363235,57.75663460468431,31.626195627382696,125.50851581542929,edge.exe,0,none
6.050679444715043,1.4462618939371672,9.487006810177688,89.25436515467976,-0.017247004041939816,0.27572377141657856,28.575465587133465,10.861860095883575,47.332450539588095,svchost.exe,0,none
21.55168902302118,6.814966425711853,34.16302000567824,418.008144951401,-0.15055145048294208,2.927116581259375,70.83033997821305,35.37736222898437,137.384412400168,chrome.exe,0,none
15.447367015941788,5.332893179426173,26.25959886891971,238.77841452018714,0.06242420538722892,1.608040396533926,37.74664098893694,20.66625846675049,74.67993851239267,code.exe,0,none
17.791572149440302,6.307809443263479,27.379289733783875,180.3095090746428,-0.06069299884848552,0.9564147005665878,36.81802338600068,19.74810409513561,75.90190469791756,python.exe,0,none
13.797013840224146,4.94487655710551,29.22165398846075,261.1701050428715,0.16208133595232918,2.1490557437607207,63.57063373185908,22.642641858129636,120.16031156883136,outlook.exe,0,none
24.210324055464525,6.91401733562095,37.892047365169525,418.7386396093048,0.20269522189527908,4.926133926950101,72.35902920331209,30.57685198706317,148.79065273472756,chrome.exe,0,none
5.247886332505956,1.7748318063454775,9.19447684923302,91.17171831781629,0.04142247631284685,0.619597469842445,25.61377321125391,11.49882054284893,52.62725768607784,svchost.exe,0,none
5.351166473988278,1.8047430327516296,10.59201526357987,90.61143229962141,0.021888387248188697,0.29151677976592516,23.499755877984413,11.432410218769984,54.70312100609398,svchost.exe,0,none
21.658221956853442,9.06440259790335,41.487066757681056,422.0139426623992,0.04624876984510896,1.6483347386328908,66.76197096637459,33.164722136496714,149.76831318410132,chrome.exe,0,none
20.158518240032475,7.613989264683976,35.00251853949587,426.49547526434657,0.32497180218182964,2.4195090140813456,71.09121332697357,35.20082582523631,180.20506025445502,chrome.exe,0,none
32.30106802354611,26.199132881486634,84.93287008362105,347.3495858557609,-0.2646965879533525,2.65466480062104,74.41513527485718,29.63258438895693,154.15525118066796,edge.exe,1,cpu_spike
12.73363326509512,4.209230138730313,20.13693950986321,201.71097515572217,0.05931694059936585,0.8486074233374181,33.43233252786821,13.008048341078034,68.75923340968896,slack.exe,0,none
